Treatment,day,Rec_day_adj,KO,meanRelAbun,kcat.mod,ksys.mod,kfam.mod
RC-ABX,D4,-3,K03667,0.000104485,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,-3,K03697,0.000138485,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,-3,K04086,0.000125392,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,-3,K07533,0.000154896,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,2,K03667,0.000565864,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,2,K03697,0.000376487,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,2,K04086,0.000336954,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,2,K07533,0.000486462,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,4,K03667,0.000559444,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,4,K03697,0.000696937,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,4,K04086,0.000748791,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,4,K07533,0.000682323,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,14,K03667,6.18E-05,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,14,K03697,0.000116572,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,14,K04086,0.000113877,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,14,K07533,0.000130308,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,28,K03667,8.61E-05,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,28,K03697,0.000130143,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,28,K04086,0.000114015,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,28,K07533,0.000147918,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,-13,K03697,2.52E-05,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,-13,K04086,1.49E-05,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,-13,K07533,6.53E-05,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,-13,K08311,1.53E-05,RNA degradation ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,-3,K03697,0.000114678,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,-3,K04086,0.000139962,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,-3,K07533,0.00020105,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,-3,K08311,6.71E-05,RNA degradation ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,2,K03697,0.00070112,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,2,K04086,0.001341101,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,2,K07533,0.001424037,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,2,K08311,0.000635462,RNA degradation ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,14,K03697,0.000625007,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,14,K04086,0.000678039,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,14,K07533,0.000960526,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,14,K08311,0.000361325,RNA degradation ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,28,K03697,0.000308689,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,28,K04086,0.000286646,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,28,K07533,0.000454085,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D2,28,K08311,0.000480588,RNA degradation ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D14,-13,K03697,2.52E-05,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D14,-13,K07533,6.53E-05,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D14,-3,K03697,0.000114678,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D14,-3,K07533,0.00020105,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D14,2,K03697,0.00070112,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D14,2,K07533,0.001424037,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D14,14,K03697,0.000625007,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D14,14,K07533,0.000960526,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D14,28,K03697,0.000308689,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D14,28,K07533,0.000454085,Chaperones and folding catalysts ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D28,-13,K08311,1.53E-05,RNA degradation ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D28,-3,K08311,6.71E-05,RNA degradation ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D28,2,K08311,0.000635462,RNA degradation ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D28,14,K08311,0.000361325,RNA degradation ,Genetic information processing,"Folding, sorting and degradation"
WD-ABX,D28,28,K08311,0.000480588,RNA degradation ,Genetic information processing,"Folding, sorting and degradation"
RC-ABX,D4,-13,K03767,5.30E-05,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
RC-ABX,D4,-3,K03767,0.00013179,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
RC-ABX,D4,2,K03767,0.000455623,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
RC-ABX,D4,4,K03767,0.000669242,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
RC-ABX,D4,14,K03767,0.000190926,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
RC-ABX,D4,28,K03767,0.000138118,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
WD-ABX,D14,-13,K03767,7.02E-05,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
WD-ABX,D14,-3,K03767,8.92E-05,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
WD-ABX,D14,2,K03767,5.64E-06,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
WD-ABX,D14,14,K03767,0.000460441,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
WD-ABX,D14,28,K03767,0.000449007,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
WD-ABX,D28,-13,K03767,7.02E-05,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
WD-ABX,D28,-3,K03767,8.92E-05,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
WD-ABX,D28,2,K03767,5.64E-06,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
WD-ABX,D28,14,K03767,0.000460441,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
WD-ABX,D28,28,K03767,0.000449007,Viral life cycle - HIV-1 ,Genetic information processing,Information processing in viruses
RC-ABX,D2,-13,K02621,7.79E-05,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D2,-13,K03652,8.53E-05,Base excision repair ,Genetic information processing,Replication and repair
RC-ABX,D2,-3,K02621,0.000154666,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D2,-3,K03652,0.000112447,Base excision repair ,Genetic information processing,Replication and repair
RC-ABX,D2,2,K02621,0.000767338,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D2,2,K03652,0.000410083,Base excision repair ,Genetic information processing,Replication and repair
RC-ABX,D2,4,K02621,0.000605644,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D2,4,K03652,7.91E-05,Base excision repair ,Genetic information processing,Replication and repair
RC-ABX,D2,14,K02621,0.000168735,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D2,14,K03652,0.000113593,Base excision repair ,Genetic information processing,Replication and repair
RC-ABX,D2,28,K02621,0.000124415,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D2,28,K03652,0.000137337,Base excision repair ,Genetic information processing,Replication and repair
RC-ABX,D4,-13,K02622,6.63E-05,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D4,-13,K07482,0.001777334,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,-13,K07483,0.001407924,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,-13,K07493,0.001533409,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,-13,K07496,0.001599554,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,-3,K02622,0.000151679,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D4,-3,K07482,0.005032718,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,-3,K07483,0.002630931,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,-3,K07493,0.002371867,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,-3,K07496,0.002837708,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,2,K02622,0.000126007,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D4,2,K07482,7.28E-05,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,2,K07483,0.002423883,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,2,K07493,4.77E-05,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,2,K07496,0.000242257,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,4,K02622,0.000592399,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D4,4,K07482,0.022019075,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,4,K07483,0.010152974,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,4,K07493,0.013559719,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,4,K07496,0.013261311,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,14,K02622,0.000143362,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D4,14,K07482,0.003650741,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,14,K07483,0.001675957,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,14,K07493,0.001476115,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,14,K07496,0.002338185,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,28,K02622,0.000156988,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D4,28,K07482,0.004552742,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,28,K07483,0.002909964,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,28,K07493,0.002351175,Replication and repair,Genetic information processing,Replication and repair
RC-ABX,D4,28,K07496,0.002541029,Replication and repair,Genetic information processing,Replication and repair
WD-ABX,D2,-13,K03471,9.10E-05,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D2,-13,K07498,0,Replication and repair,Genetic information processing,Replication and repair
WD-ABX,D2,-13,K11144,0.000131751,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D2,-13,K14060,0.001718955,Replication and repair,Genetic information processing,Replication and repair
WD-ABX,D2,-3,K03471,0.000132731,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D2,-3,K07498,0.00084242,Replication and repair,Genetic information processing,Replication and repair
WD-ABX,D2,-3,K11144,0.000215539,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D2,-3,K14060,0.001812938,Replication and repair,Genetic information processing,Replication and repair
WD-ABX,D2,2,K03471,0.000833586,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D2,2,K07498,0.010633894,Replication and repair,Genetic information processing,Replication and repair
WD-ABX,D2,2,K11144,0.001282135,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D2,2,K14060,0.012177898,Replication and repair,Genetic information processing,Replication and repair
WD-ABX,D2,14,K03471,0.000682884,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D2,14,K07498,0.005350681,Replication and repair,Genetic information processing,Replication and repair
WD-ABX,D2,14,K11144,0.000933956,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D2,14,K14060,0.006954533,Replication and repair,Genetic information processing,Replication and repair
WD-ABX,D2,28,K03471,0.000675306,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D2,28,K07498,0.002189742,Replication and repair,Genetic information processing,Replication and repair
WD-ABX,D2,28,K11144,0.000579347,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D2,28,K14060,0.002991326,Replication and repair,Genetic information processing,Replication and repair
WD-ABX,D28,-13,K03471,9.10E-05,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D28,-3,K03471,0.000132731,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D28,2,K03471,0.000833586,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D28,14,K03471,0.000682884,DNA replication,Genetic information processing,Replication and repair
WD-ABX,D28,28,K03471,0.000675306,DNA replication,Genetic information processing,Replication and repair
RC-ABX,D2,-13,K02076,2.51E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-13,K03481,2.46E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-13,K03486,5.63E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-13,K03488,0.000121883,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-13,K03708,6.42E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-13,K03709,5.52E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-13,K03711,0.000141217,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-13,K07315,0.000112802,Transcription machinery ,Genetic information processing,Transcription
RC-ABX,D2,-13,K07726,0.000199369,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-13,K09685,5.50E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-13,K09825,8.89E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-13,K23775,4.57E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-3,K02076,0.000128906,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-3,K03481,0.000102443,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-3,K03486,9.48E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-3,K03488,0.000111983,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-3,K03708,0.000124504,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-3,K03709,0.000138969,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-3,K03711,0.000235505,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-3,K07315,0.00011282,Transcription machinery ,Genetic information processing,Transcription
RC-ABX,D2,-3,K07726,0.000236632,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-3,K09685,0.000152762,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-3,K09825,0.000149105,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,-3,K23775,0.00014662,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,2,K02076,0.000364525,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,2,K03481,0.000262177,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,2,K03486,0.00029164,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,2,K03488,0.000430193,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,2,K03708,0.000511062,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,2,K03709,0.000388788,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,2,K03711,0.00090284,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,2,K07315,0.000498959,Transcription machinery ,Genetic information processing,Transcription
RC-ABX,D2,2,K07726,0.000962433,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,2,K09685,0.000586317,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,2,K09825,0.000468227,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,2,K23775,0.000402828,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,4,K02076,0.000793738,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,4,K03481,0.000744973,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,4,K03486,0.000756263,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,4,K03488,0.000704947,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,4,K03708,0.000780713,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,4,K03709,0.000734625,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,4,K03711,0.001316134,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,4,K07315,6.09E-06,Transcription machinery ,Genetic information processing,Transcription
RC-ABX,D2,4,K07726,0.000259802,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,4,K09685,0.0007544,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,4,K09825,0.000749638,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,4,K23775,0.000773924,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,14,K02076,9.56E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,14,K03481,4.22E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,14,K03486,8.21E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,14,K03488,0.000107053,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,14,K03708,9.92E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,14,K03709,0.000141721,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,14,K03711,0.000155294,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,14,K07315,0.000123664,Transcription machinery ,Genetic information processing,Transcription
RC-ABX,D2,14,K07726,0.000251913,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,14,K09685,0.000134138,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,14,K09825,0.00019739,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,14,K23775,5.43E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,28,K02076,0.00010507,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,28,K03481,8.61E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,28,K03486,0.000123402,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,28,K03488,0.000158412,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,28,K03708,0.000112718,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,28,K03709,0.000119326,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,28,K03711,0.000232829,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,28,K07315,0.000108424,Transcription machinery ,Genetic information processing,Transcription
RC-ABX,D2,28,K07726,0.000303369,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,28,K09685,0.000139503,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,28,K09825,0.000183912,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D2,28,K23775,0.000125406,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K02076,2.51E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K02530,5.05E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K03436,4.52E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K03481,2.46E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K03484,0.000214535,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K03486,5.63E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K03488,0.000121883,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K03489,4.14E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K03492,0.000153009,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K03708,6.42E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K03709,5.52E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K03711,0.000141217,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K05311,3.43E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K09685,5.50E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K09825,8.89E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-13,K23775,4.57E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K02076,0.000128906,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K02530,0.000137227,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K03436,0.000122434,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K03481,0.000102443,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K03484,0.000343431,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K03486,9.48E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K03488,0.000111983,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K03489,0.000158005,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K03492,0.000333429,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K03708,0.000124504,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K03709,0.000138969,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K03711,0.000235505,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K05311,0.000113922,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K09685,0.000152762,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K09825,0.000149105,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,-3,K23775,0.00014662,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K02076,0.000364525,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K02530,0.000151334,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K03436,0.000122508,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K03481,0.000262177,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K03484,0.000161989,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K03486,0.00029164,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K03488,0.000430193,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K03489,0.000223939,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K03492,1.80E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K03708,0.000511062,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K03709,0.000388788,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K03711,0.00090284,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K05311,0.000146614,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K09685,0.000586317,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K09825,0.000468227,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,2,K23775,0.000402828,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K02076,0.000793738,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K02530,0.000731905,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K03436,0.000764696,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K03481,0.000744973,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K03484,0.001498312,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K03486,0.000756263,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K03488,0.000704947,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K03489,0.000989035,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K03492,0.001543044,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K03708,0.000780713,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K03709,0.000734625,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K03711,0.001316134,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K05311,0.000695354,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K09685,0.0007544,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K09825,0.000749638,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,4,K23775,0.000773924,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K02076,9.56E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K02530,0.000237562,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K03436,5.62E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K03481,4.22E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K03484,0.000258212,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K03486,8.21E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K03488,0.000107053,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K03489,6.69E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K03492,0.000314626,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K03708,9.92E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K03709,0.000141721,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K03711,0.000155294,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K05311,5.39E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K09685,0.000134138,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K09825,0.00019739,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,14,K23775,5.43E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K02076,0.00010507,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K02530,9.01E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K03436,0.000119269,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K03481,8.61E-05,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K03484,0.000323997,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K03486,0.000123402,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K03488,0.000158412,Transcription factors ,Genetic information processing,Transcription
