KEGG.system,ksys.mod,KEGG.family,kfam.mod,KEGG.category,kcat.mod,KO,Desc
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],Glycolysis / Gluconeogenesis ,K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Translation,03016 Transfer RNA biogenesis [BR:ko03016],Aminoacyl-tRNA biosynthesis ,K15904,kae1-bud32; bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Translation,03016 Transfer RNA biogenesis [BR:ko03016],Aminoacyl-tRNA biosynthesis ,K18707,mtaB; threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Translation,03016 Transfer RNA biogenesis [BR:ko03016],Aminoacyl-tRNA biosynthesis ,K18828,"mvpA, vapC; tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Translation,03016 Transfer RNA biogenesis [BR:ko03016],Aminoacyl-tRNA biosynthesis ,K18979,queG; epoxyqueuosine reductase [EC:1.17.99.6]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Translation,03016 Transfer RNA biogenesis [BR:ko03016],Aminoacyl-tRNA biosynthesis ,K19055,"prdX, proX; Ala-tRNA(Pro) deacylase [EC:3.1.1.-]"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Translation,03016 Transfer RNA biogenesis [BR:ko03016],Aminoacyl-tRNA biosynthesis ,K21947,ttuA; tRNA-5-methyluridine54 2-sulfurtransferase [EC:2.8.1.15]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Translation,03016 Transfer RNA biogenesis [BR:ko03016],Aminoacyl-tRNA biosynthesis ,K22132,tcdA; tRNA threonylcarbamoyladenosine dehydratase
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Translation,03016 Transfer RNA biogenesis [BR:ko03016],Aminoacyl-tRNA biosynthesis ,K22900,"TRMO, trmO; tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-]"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03019 Messenger RNA biogenesis [BR:ko03019],Messenger RNA biogenesis ,K01167,rnaSA; ribonuclease T1 [EC:4.6.1.24]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03019 Messenger RNA biogenesis [BR:ko03019],Messenger RNA biogenesis ,K02553,"rraA, menG; regulator of ribonuclease activity A"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03019 Messenger RNA biogenesis [BR:ko03019],Messenger RNA biogenesis ,K03698,"cbf, cbf1; 3'-5' exoribonuclease [EC:3.1.-.-]"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03019 Messenger RNA biogenesis [BR:ko03019],Messenger RNA biogenesis ,K03727,helY; ATP-dependent RNA helicase HelY [EC:3.6.4.-]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03019 Messenger RNA biogenesis [BR:ko03019],Messenger RNA biogenesis ,K06958,rapZ; RNase adapter protein RapZ
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03019 Messenger RNA biogenesis [BR:ko03019],Messenger RNA biogenesis ,K08301,"rng, cafA; ribonuclease G [EC:3.1.26.-]"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03019 Messenger RNA biogenesis [BR:ko03019],Messenger RNA biogenesis ,K18692,cshB; ATP-dependent RNA helicase CshB [EC:3.6.4.13]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K02600,nusA; transcription termination/antitermination protein NusA
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K02601,nusG; transcription termination/antitermination protein NusG
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K03088,"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K03089,rpoH; RNA polymerase sigma-32 factor
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K03090,sigB; RNA polymerase sigma-B factor
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K03091,sigH; RNA polymerase sporulation-specific sigma factor
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K03580,hepA; ATP-dependent helicase HepA [EC:5.6.2.-]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K03599,"sspA, mglA; stringent starvation protein A"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K03600,sspB; stringent starvation protein B
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K03624,greA; transcription elongation factor GreA
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K03625,nusB; transcription antitermination protein NusB
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K03803,rseC; sigma-E factor negative regulatory protein RseC
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K04749,rsbV; anti-sigma B factor antagonist
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K04757,rsbW; serine/threonine-protein kinase RsbW [EC:2.7.11.1]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K04760,greB; transcription elongation factor GreB
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K07315,rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K17752,rsbT; serine/threonine-protein kinase RsbT [EC:2.7.11.1]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Transcription,03021 Transcription machinery [BR:ko03021],Transcription machinery ,K24072,xpf; positive control factor
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K02355,"fusA, GFM, EFG; elongation factor G"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K02357,"tsf, TSFM; elongation factor Ts"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K02358,"tuf, TUFM; elongation factor Tu"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K02519,"infB, MTIF2; translation initiation factor IF-2"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K02520,"infC, MTIF3; translation initiation factor IF-3"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K03593,"mrp, NUBPL; ATP-binding protein involved in chromosome partitioning"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K03595,"era, ERAL1; GTPase"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K03686,dnaJ; molecular chaperone DnaJ
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K03687,GRPE; molecular chaperone GrpE
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K04078,"groES, HSPE1; chaperonin GroES"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K04082,"hscB, HSCB, HSC20; molecular chaperone HscB"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K07152,SCO1; protein SCO1
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K07277,"SAM50, TOB55, bamA; outer membrane protein insertion porin family"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K07390,"grxD, GLRX5; monothiol glutaredoxin"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K14998,"SURF1, SHY1; surfeit locus 1 family protein"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K15255,PIF1; ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K16639,LACTB2; endoribonuclease LACTB2 [EC:3.1.27.-]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K17662,"CBP3, UQCC; cytochrome b pre-mRNA-processing protein 3"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K17675,"SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K17677,IRC3; ATP-dependent helicase IRC3 [EC:5.6.2.-]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K17680,PEO1; twinkle protein [EC:5.6.2.3]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K18162,NDUFAF5; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5 [EC:2.1.1.-]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K18189,TACO1; translational activator of cytochrome c oxidase 1
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K19828,MTG1; mitochondrial GTPase 1
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K22074,"NFU1, HIRIP5; NFU1 iron-sulfur cluster scaffold homolog, mitochondrial"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],Mitochondrial biogenesis ,K23498,COXPD7; peptide chain release factor
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K02315,dnaC; DNA replicationprotein DnaC
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K02469,gyrA; DNA gyrase subunit A [EC:5.6.2.2]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K02470,gyrB; DNA gyrase subunit B [EC:5.6.2.2]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K02621,parC; topoisomerase IV subunit A [EC:5.6.2.2]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K02622,parE; topoisomerase IV subunit B [EC:5.6.2.2]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K03168,topA; DNA topoisomerase I [EC:5.6.2.1]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K03169,topB; DNA topoisomerase III [EC:5.6.2.1]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K03346,dnaB; replication initiation and membrane attachment protein
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K03530,hupB; DNA-binding protein HU-beta
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K04764,"ihfA, himA; integration host factor subunit alpha"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K05788,"ihfB, himD; integration host factor subunit beta"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K10763,hda; DnaA-homolog protein
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K11144,dnaI; primosomal protein DnaI
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K15255,PIF1; ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K18996,repC; replication initiation protein RepC
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Replication and repair,03032 DNA replicationproteins [BR:ko03032],DNA replication,K23786,exoA; 5'-3' exonuclease [EC:3.1.11.-]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K01448,amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K02499,yabN; tetrapyrrole methylase family protein / MazG family protein
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K02621,parC; topoisomerase IV subunit A [EC:5.6.2.2]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K02622,parE; topoisomerase IV subunit B [EC:5.6.2.2]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03466,"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03495,"gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03496,"parA, soj; chromosome partitioning protein"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03497,"parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03501,"gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03528,zipA; cell division protein ZipA
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03529,smc; chromosome segregation protein
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03530,hupB; DNA-binding protein HU-beta
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03569,mreB; rod shape-determining protein MreB and related proteins
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03570,mreC; rod shape-determining protein MreC
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03571,mreD; rod shape-determining protein MreD
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03586,ftsL; cell division protein FtsL
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03591,ftsN; cell division protein FtsN
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03593,"mrp, NUBPL; ATP-binding protein involved in chromosome partitioning"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03608,minE; cell division topological specificity factor
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03609,minD; septum site-determining protein MinD
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03610,minC; septum site-determining protein MinC
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03719,"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03733,xerC; integrase/recombinase XerC
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03746,hns; DNA-binding protein H-NS
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K03978,engB; GTP-binding protein
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K04047,dps; starvation-inducible DNA-binding protein
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K04074,divIVA; cell division initiation protein
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K04094,"trmFO, gid; methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K04095,"fic, FICD, HYPE; cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K04763,xerD; integrase/recombinase XerD
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K04764,"ihfA, himA; integration host factor subunit alpha"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K05501,"slmA, ttk; TetR/AcrR family transcriptional regulator"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K05516,cbpA; curved DNA-binding protein
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K05589,ftsB; cell division protein FtsB
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K05596,"iciA; LysR family transcriptional regulator, chromosome initiation inhibitor"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K05788,"ihfB, himD; integration host factor subunit beta"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K05837,"rodA, mrdB; rod shape determining protein RodA"
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K05896,scpA; segregation and condensation protein A
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K06024,scpB; segregation and condensation protein B
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K06286,ezrA; septation ring formation regulator
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K06899,ndpA; nucleoid-associated protein
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K06916,zapE; cell division protein ZapE
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K07192,FLOT; flotillin
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K09142,SPOUT1; methyltransferase [EC:2.1.1.-]
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K09762,whiA; cell division protein WhiA
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K09772,sepF; cell division inhibitor SepF
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K09888,zapA; cell division protein ZapA
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K09892,zapB; cell division protein ZapB
09180 Brite Hierarchies,Genetic information processing,09182 Protein families: Genetic information processing,Other: Genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],Chromosome and associated proteins ,K11940,hspQ; heat shock protein HspQ
